Feature,Gain_Importance,Split_Importance,Mean_Contrib_Value,Impact_Direction
Return_5d,0.0068475269487993495,0.008182141586623977,-0.0002143550552808898,Negative
ADX,0.0066583062831460475,0.013162575595873355,-0.0010491477623344916,Negative
Returns,0.006602944601960939,0.014229811454998222,-0.0010470153345100257,Negative
RSI,0.006366030517079356,0.008537886872998933,-2.462525238061714e-06,Negative
RS_Ratio_10d,0.006121682916530218,0.008537886872998933,0.0003292950632622472,Positive
+DI,0.005943110907434913,0.009249377445748844,0.0015799739078039693,Positive
RS_Diff_3d,0.005855011347595222,0.0096051227321238,0.000352218964492864,Positive
CMF,0.005745357493201152,0.009249377445748844,-0.001465343298322453,Negative
MA5_Deviation,0.0056847663951012034,0.01031661330487371,-0.00011428710964286048,Negative
-DI,0.005621677687877335,0.008182141586623977,0.0009948671243028145,Positive
Stoch_D,0.005436971483724501,0.008893632159373888,0.0010499707953802197,Positive
Vol_Ratio,0.005421708843322373,0.008182141586623977,0.0008440717923212133,Positive
MF_Volume,0.005319095146677615,0.007114905727499111,7.830838545598103e-05,Positive
Return_20d,0.005207040940874583,0.007114905727499111,0.0034799505724017977,Positive
OBV,0.004784464446068957,0.007114905727499111,0.0004018390790625325,Positive
MACD,0.004585485581256766,0.005691924581999288,0.0006768274311990095,Positive
RS_Diff_10d,0.004332208064442925,0.005336179295624333,0.0036427358115237955,Positive
RS_Ratio_1d,0.004291825104260908,0.007114905727499111,0.0012947364995649394,Positive
-DM,0.004280798640572111,0.006047669868374244,-0.0012140551269461345,Negative
Price_Ratio_MA50,0.004210039548302002,0.0064034151547491995,0.0,Negative
ATR_MA,0.004195995325323381,0.006047669868374244,6.969532747102976e-05,Positive
Vol_Mean_20,0.004069599387685464,0.006047669868374244,-0.002615441953532953,Negative
MACD_histogram,0.0040393767650717905,0.008537886872998933,-0.0012979160650639057,Negative
RS_Ratio_3d,0.003900692129800092,0.0064034151547491995,-0.0004661624142414081,Negative
MA10_Deviation,0.0038486316116964165,0.005336179295624333,-0.0030661610119190716,Negative
RS_Diff_5d,0.0038266238555735434,0.005691924581999288,2.2589846616372666e-05,Positive
Turnover_Mean_20,0.0036701387668763037,0.005336179295624333,0.0009000293026153861,Positive
MACD_signal,0.003602824412451592,0.004980434009249377,0.0008329318327209821,Positive
ATR,0.0035153920368295177,0.004980434009249377,-0.000969607559860318,Negative
Price_Ratio_MA20,0.0034690394142794134,0.004624688722874422,0.0,Negative
Turnover_Rate,0.003341032152877494,0.005336179295624333,0.0,Negative
Price_Pct_20d,0.0032562381522623102,0.004624688722874422,0.0,Negative
Vol_Std_20,0.00309091326739092,0.004624688722874422,0.0,Negative
MACD_Hist_ROC,0.0030880690605505543,0.004980434009249377,0.0,Negative
ROC,0.0030770713782032185,0.004624688722874422,0.0,Negative
Turnover_Std_20,0.0030407982203647867,0.004980434009249377,0.0,Negative
RS_Ratio_20d,0.0026529298362427995,0.004268943436499467,0.0,Negative
Vol_Z_Score,0.0024657845258742807,0.004980434009249377,-2.3082056463228966e-05,Negative
Stoch_K,0.0024014683831518817,0.0035574528637495554,0.0,Negative
RS_Ratio_60d,0.002376675470719146,0.0035574528637495554,0.0,Negative
+DM,0.0022228746140750986,0.004268943436499467,0.0,Negative
TP,0.002093058985991869,0.003913198150124511,0.0009947429948558885,Positive
Return_10d,0.002068902117447054,0.0035574528637495554,-2.6366152155787503e-05,Negative
RS_Diff_20d,0.001957330183198837,0.0032017075773745998,-0.002125261346945708,Negative
VWAP,0.001845719224545242,0.002845962290999644,-0.012439775205360359,Negative
Momentum_5d,0.001828021130989211,0.0024902170046246885,-0.0004322573246436968,Negative
RS_Diff_1d,0.0015935705442616651,0.0024902170046246885,0.004157145549080162,Positive
Price_Percentile,0.0014591633612574479,0.0024902170046246885,-8.710262422488041e-05,Negative
RS_Diff_60d,0.001450082348426294,0.001422981145499822,-0.00012129367326234566,Negative
Momentum_10d,0.0013538367000827916,0.0021344717182497333,-0.00019482422883463493,Negative
BB_Width,0.0010635335755831384,0.0017787264318747777,-0.0017815013984273783,Negative
BB_position,0.0009711257921594282,0.0024902170046246885,0.0012957190654002842,Positive
High_Max,0.0009568230982098532,0.0010672358591248667,0.0001894155021159008,Positive
Price_Ratio_MA5,0.0008417171485214851,0.0021344717182497333,0.0037192281688165087,Positive
Return_1d,0.0007196962797692157,0.0010672358591248667,0.0015145151387983315,Positive
Williams_R,0.0006583846051229271,0.0010672358591248667,-0.0008502432629308187,Negative
MACD_Hist,0.0005156164466365843,0.000711490572749911,0.0006217504237807481,Positive
BB_Breakout,0.00040637106790536437,0.000711490572749911,-0.0001916794075932161,Negative
Low_Min,0.0003717050483118095,0.000711490572749911,-1.5909034237510396e-05,Negative
Relative_Return,0.0003310860612469063,0.000711490572749911,0.0,Negative
60d_Trend,0.00016611252408327417,0.0003557452863749555,-0.002469201561102215,Negative
20d_RS_Signal,0.0,0.0,0.0,Negative
60d_RS_Signal,0.0,0.0,0.0,Negative
Multi_Period_Trend_Score,0.0,0.0,-6.426574781076461e-05,Negative
Multi_Period_RS_Score,0.0,0.0,-0.0016049343889567025,Negative
10d_Trend,0.0,0.0,-6.878891125293172e-05,Negative
10d_RS_Signal,0.0,0.0,-0.0023334580780263476,Negative
20d_Trend,0.0,0.0,0.004501860132935729,Positive
5d_Trend,0.0,0.0,-0.007652827058684564,Negative
3d_RS_Signal,0.0,0.0,0.004364259391222357,Positive
3d_Trend,0.0,0.0,0.00013629586162075931,Positive
BB_Position,0.0,0.0,0.0037073230718558665,Positive
5d_RS_Signal,0.0,0.0,-0.0006178111129341795,Negative
Outperforms_HSI,0.0,0.0,-0.0010886357905642422,Negative
Strong_Volume_Up,0.0,0.0,0.004961541775299766,Positive
Weak_Volume_Down,0.0,0.0,0.002805333060827521,Positive
